sample_index,avg_pixel_intensity,label_byte_0,label_byte_1,label_byte_2,label_byte_3,label_byte_4,label_byte_5,label_byte_6,label_byte_7,label_byte_8,label_byte_9,label_byte_10,label_byte_11,label_byte_12,label_byte_13,label_byte_14,label_byte_15
5673,133.43505859375,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5674,96.806396484375,3,3,2,2,3,3,2,3,2,2,2,3,3,3,2,3
5675,96.470947265625,3,3,1,1,3,3,1,1,2,3,1,1,3,2,1,1
5676,75.3896484375,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,2
5677,80.239501953125,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2
5678,115.458984375,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
5679,193.76708984375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
5680,170.25244140625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5681,125.621337890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5682,145.261962890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5683,117.429443359375,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5684,126.084716796875,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3
5685,147.93212890625,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5686,122.462890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
5687,140.27880859375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5688,78.490478515625,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5689,86.7802734375,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5690,87.661376953125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
5691,99.417236328125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5692,109.519287109375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5693,122.025634765625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5694,127.763427734375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5695,148.808837890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5696,157.1865234375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5697,111.033203125,3,3,2,2,2,3,2,2,2,3,3,2,3,3,2,3
5698,100.367431640625,3,2,3,2,2,2,3,3,2,2,2,3,2,2,3,3
5699,95.430419921875,2,3,3,3,3,3,2,3,1,1,2,3,1,1,3,3
5700,76.975830078125,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
5701,76.399658203125,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5702,80.7666015625,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3
5703,135.678955078125,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3
5704,144.35498046875,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5705,142.1005859375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5706,149.97314453125,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
5707,133.1435546875,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5708,121.60693359375,2,2,3,3,2,3,3,3,2,2,3,3,2,2,3,2
5709,132.559814453125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5710,113.43701171875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5711,130.8017578125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5712,91.730224609375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5713,82.0576171875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5714,85.736572265625,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
5715,78.27294921875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5716,87.440185546875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5717,71.99609375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5718,90.7958984375,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
5719,127.057861328125,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5720,140.64404296875,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
5721,90.483642578125,2,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3
5722,89.858642578125,1,1,3,2,1,1,3,3,3,3,2,2,3,2,2,3
5723,92.88818359375,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3
5724,67.719970703125,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,3
5725,78.123291015625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5726,81.9521484375,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
5727,102.898193359375,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5728,124.81591796875,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3
5729,86.118408203125,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3
5730,93.3955078125,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
5731,115.588623046875,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
5732,120.992431640625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5733,111.371826171875,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5734,103.2060546875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
5735,104.65625,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
5736,83.11572265625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5737,79.40185546875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5738,93.726318359375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5739,101.449462890625,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
5740,78.730224609375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5741,69.027587890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5742,73.197265625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5743,90.90966796875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5744,83.579833984375,3,2,2,3,3,3,2,3,1,1,2,2,1,1,2,3
5745,73.5263671875,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2
5746,77.273193359375,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3
5747,84.345458984375,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
5748,61.7705078125,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2
5749,60.809326171875,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2
5750,65.734130859375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
5751,107.718505859375,3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3
5752,106.73583984375,3,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3
5753,72.985107421875,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3
5754,71.41015625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5755,69.67578125,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
5756,80.244873046875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5757,109.96484375,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
5758,93.7216796875,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
5759,88.75341796875,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3
5760,61.391845703125,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3
5761,67.973876953125,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3
5762,71.58544921875,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3
5763,106.026611328125,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
5764,111.765380859375,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5765,78.751953125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5766,58.138427734375,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
5767,68.6650390625,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3
5768,73.886962890625,2,3,2,2,3,2,3,3,3,3,3,2,3,2,2,2
5769,46.978271484375,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3
5770,67.358642578125,1,1,2,3,1,1,3,2,2,3,3,3,3,3,3,3
5771,81.421630859375,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3
5772,63.402587890625,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3
5773,63.92724609375,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5774,58.3935546875,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5775,69.46484375,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3
5776,91.56201171875,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
5777,57.082763671875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5778,51.156005859375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5779,53.948974609375,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3
5780,56.82763671875,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3
5781,73.734130859375,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3
5782,85.669189453125,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3
5783,54.091552734375,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
5784,61.8203125,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2
5785,61.548095703125,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
5786,66.655029296875,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
5787,67.100341796875,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3
5788,117.320068359375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5789,131.299560546875,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5790,65.418701171875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5791,41.129638671875,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
5792,46.99658203125,3,2,3,3,3,2,3,3,3,2,1,1,3,3,1,1
5793,52.87255859375,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3
5794,79.872802734375,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3
5795,79.4091796875,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3
5796,65.536865234375,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2
5797,52.771484375,2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3
5798,52.777587890625,2,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3
5799,58.558837890625,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2
5800,46.067138671875,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2
5801,52.537109375,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
5802,31.506591796875,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,2
5803,33.006591796875,2,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3
5804,47.45068359375,3,2,3,3,3,2,3,3,3,3,3,2,2,3,2,2
5805,44.23974609375,3,3,3,3,3,3,3,2,3,2,1,1,2,2,1,1
5806,34.759033203125,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,2
5807,35.84814453125,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3
5808,120.01611328125,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
5809,54.61865234375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5810,51.127197265625,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5811,71.62158203125,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
5812,91.148681640625,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
5813,148.94140625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5814,58.913818359375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5815,45.69677734375,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
5816,39.00341796875,2,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3
5817,59.020263671875,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5818,67.972412109375,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
5819,74.263916015625,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
5820,65.1064453125,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2
5821,47.855712890625,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2
5822,57.48486328125,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,2
5823,43.27685546875,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
5824,35.08154296875,3,3,2,2,2,3,3,2,3,3,1,1,3,3,1,1
5825,37.54638671875,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3
5826,37.654296875,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,2
5827,34.35107421875,2,2,3,2,2,3,2,2,2,3,2,3,2,3,3,2
5828,38.518798828125,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2
5829,30.77294921875,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2
5830,26.181396484375,2,2,1,1,3,2,1,1,3,3,3,2,2,3,2,3
5831,22.943115234375,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2
5832,46.414306640625,1,1,3,3,1,1,2,3,2,2,2,2,2,2,2,2
5833,53.80712890625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5834,54.79638671875,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3
5835,83.78466796875,3,3,3,3,3,3,3,2,2,3,1,1,3,2,1,1
5836,104.379150390625,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3
5837,88.73095703125,3,3,1,1,3,3,1,1,3,3,3,3,2,2,3,3
5838,36.943115234375,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3
5839,66.319091796875,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3
5840,41.125732421875,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5841,52.189208984375,2,3,3,2,3,3,3,3,1,1,3,3,1,1,2,3
5842,61.159912109375,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3
5843,69.327880859375,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3
5844,73.01123046875,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3
5845,46.853759765625,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3
5846,47.05908203125,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3
5847,37.28759765625,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3
5848,30.518798828125,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3
5849,29.78662109375,3,2,2,3,3,2,2,3,2,2,2,3,2,2,3,3
5850,49.274658203125,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3
5851,45.63671875,3,2,3,2,2,2,2,3,2,2,1,1,2,3,1,1
5852,47.461181640625,2,3,3,3,2,3,3,3,2,2,1,1,3,2,1,1
5853,25.88232421875,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,3
5854,20.8427734375,3,2,2,2,3,3,3,2,2,3,1,1,2,2,1,1
5855,18.3701171875,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
5856,77.993408203125,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3
5857,80.618896484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5858,83.12939453125,1,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1
5859,85.746337890625,2,2,3,2,2,2,2,2,2,2,1,1,2,3,1,1
5860,88.048828125,1,1,2,2,1,1,2,3,2,2,2,2,2,2,3,3
5861,89.989990234375,2,2,1,1,3,2,1,1,2,3,2,2,2,3,2,3
5862,91.639404296875,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
5863,93.35302734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5864,94.88134765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5865,96.377197265625,3,2,2,2,3,2,3,3,3,3,2,2,3,3,2,2
5866,97.75390625,1,1,3,2,1,1,2,2,2,2,1,1,2,3,1,1
5867,99.17236328125,2,3,3,2,2,2,3,2,3,2,3,3,2,3,3,3
5868,100.300537109375,3,2,3,3,3,2,2,2,1,1,3,3,1,1,3,3
5869,101.2529296875,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3
5870,101.6953125,3,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3
5871,102.448486328125,1,1,3,3,1,1,3,3,3,2,3,3,3,3,3,3
5872,103.15380859375,1,1,3,2,1,1,2,3,1,1,1,1,1,1,1,1
5873,103.646240234375,2,3,2,3,3,2,2,2,2,2,1,1,3,2,1,1
5874,103.201416015625,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1
5875,102.436767578125,2,3,1,1,2,3,1,1,3,3,1,1,2,3,1,1
5876,101.40869140625,1,1,3,2,1,1,2,2,1,1,2,3,1,1,2,3
5877,99.769775390625,2,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2
5878,97.627685546875,2,3,3,2,2,2,3,3,3,2,1,1,3,3,1,1
5879,94.5419921875,2,3,1,1,3,3,1,1,3,2,3,3,3,3,3,2
5880,87.82568359375,2,3,3,3,2,3,2,3,2,2,1,1,2,3,1,1
5881,90.8515625,2,3,3,3,2,2,3,3,1,1,3,2,1,1,3,3
5882,93.4228515625,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
5883,95.5810546875,2,2,2,3,2,3,3,3,1,1,2,3,1,1,3,3
5884,98.012939453125,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3
5885,100.707763671875,3,2,2,2,3,3,3,3,1,1,2,2,1,1,3,3
5886,102.2216796875,2,2,2,2,2,2,3,3,2,2,1,1,2,3,1,1
5887,104.39599609375,2,2,2,2,2,3,2,2,1,1,3,3,1,1,3,3
5888,106.11181640625,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1
5889,107.587646484375,3,3,2,3,2,2,3,2,3,2,3,3,3,3,2,3
5890,109.246337890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,110.889404296875,3,2,1,1,3,2,1,1,3,3,3,3,3,3,3,3
5892,112.091064453125,2,3,1,1,3,3,1,1,3,3,2,2,2,3,2,3
5893,113.054931640625,1,1,2,3,1,1,3,3,2,3,3,3,3,3,2,3
5894,113.862548828125,1,1,3,3,1,1,3,3,2,3,3,2,3,2,2,2
5895,114.485107421875,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2
5896,115.076904296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5897,115.447998046875,2,3,1,1,2,2,1,1,3,3,3,3,2,3,3,2
5898,114.98681640625,2,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3
5899,114.63232421875,1,1,3,3,1,1,2,3,3,3,2,3,3,3,3,3
5900,113.8857421875,1,1,2,3,1,1,2,3,3,2,3,2,3,3,3,3
5901,112.622314453125,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,3
5902,110.739501953125,3,3,3,3,2,3,2,3,2,3,2,3,2,2,2,2
5903,107.501220703125,1,1,2,2,1,1,3,2,2,3,3,2,2,3,3,3
5904,99.31201171875,1,1,3,2,1,1,3,3,2,2,3,3,2,2,3,3
5905,102.759033203125,3,3,1,1,3,2,1,1,3,2,3,3,3,3,3,3
5906,105.68310546875,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2
5907,107.742431640625,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,2
5908,110.181640625,3,2,1,1,2,3,1,1,3,3,2,3,2,2,3,3
5909,112.435302734375,3,3,3,2,2,2,3,2,2,3,1,1,3,3,1,1
5910,114.4970703125,2,2,2,2,2,2,3,2,3,3,1,1,2,2,1,1
5911,116.156005859375,2,2,3,2,2,2,3,3,1,1,3,3,1,1,3,2
5912,118.00830078125,3,3,1,1,3,2,1,1,3,3,1,1,3,3,1,1
5913,120.013427734375,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2
5914,121.6591796875,3,2,1,1,3,2,1,1,3,3,2,2,3,3,2,2
5915,122.834228515625,3,2,3,3,3,2,3,2,2,3,1,1,2,2,1,1
5916,124.322998046875,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
5917,125.67529296875,2,3,1,1,2,3,1,1,1,1,3,2,1,1,2,3
5918,126.401611328125,1,1,2,3,1,1,3,3,3,3,3,2,3,3,3,2
5919,127.120361328125,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
5920,127.977294921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5921,128.251953125,2,2,3,2,2,2,2,2,3,2,1,1,3,3,1,1
5922,128.072509765625,1,1,2,2,1,1,2,2,3,2,3,2,2,3,2,3
5923,127.505615234375,3,2,1,1,3,3,1,1,3,3,3,3,3,3,3,3
5924,126.296875,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,3
5925,125.653076171875,1,1,3,3,1,1,3,2,2,2,1,1,3,2,1,1
5926,123.51416015625,2,3,2,3,3,2,3,2,2,2,2,3,2,3,3,3
5927,120.524169921875,1,1,2,2,1,1,3,2,3,3,3,3,2,3,3,2
5928,112.584716796875,1,1,3,3,1,1,2,3,1,1,1,1,1,1,1,1
5929,115.68408203125,1,1,3,3,1,1,3,2,3,2,3,2,3,2,2,3
5930,118.601318359375,2,3,1,1,3,3,1,1,3,3,2,2,3,2,3,3
5931,121.3125,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3,2
5932,123.082763671875,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1
5933,125.03076171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5934,126.944091796875,2,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2
5935,129.042236328125,3,2,3,3,2,2,3,3,2,2,2,2,3,2,2,2
5936,130.974853515625,3,2,3,2,3,2,3,2,2,2,1,1,2,3,1,1
5937,132.843505859375,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2
5938,134.653076171875,2,3,2,3,2,2,2,3,2,2,1,1,2,2,1,1
5939,135.9453125,3,2,3,3,3,3,2,3,1,1,2,3,1,1,2,2
5940,137.5517578125,3,3,1,1,3,2,1,1,2,2,2,2,3,3,2,2
5941,138.72509765625,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3
5942,139.749267578125,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,3
5943,140.51953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5944,141.146728515625,3,2,2,2,3,2,2,2,1,1,2,3,1,1,2,2
5945,141.38427734375,1,1,3,2,1,1,2,2,2,3,3,2,3,3,2,2
5946,141.496337890625,3,2,1,1,3,3,1,1,1,1,2,3,1,1,2,2
5947,140.893798828125,3,3,3,2,3,2,2,2,1,1,2,2,1,1,2,2
5948,140.0927734375,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2
5949,139.012939453125,2,2,1,1,3,3,1,1,3,2,3,3,2,2,3,2
5950,136.77294921875,2,3,2,3,2,3,3,3,3,2,2,3,2,2,2,2
5951,133.676513671875,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3
5952,125.722412109375,3,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2
5953,128.955810546875,1,1,3,3,1,1,3,3,2,2,2,2,3,3,3,2
5954,132.032470703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,134.765869140625,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,3
5956,136.8291015625,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
5957,138.469482421875,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2
5958,140.290771484375,3,2,1,1,3,2,1,1,1,1,2,2,1,1,3,3
5959,142.67236328125,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3
5960,144.227294921875,3,2,3,3,3,3,2,3,3,2,1,1,3,3,1,1
5961,146.08251953125,2,2,2,2,2,3,3,3,1,1,2,2,1,1,3,2
5962,147.592529296875,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,2
5963,148.969970703125,3,3,1,1,2,2,1,1,2,3,3,3,2,2,3,2
5964,150.45751953125,3,2,1,1,3,2,1,1,3,2,3,3,2,2,2,2
5965,151.72509765625,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2
5966,152.686279296875,1,1,2,2,1,1,3,3,3,3,2,2,2,3,2,2
5967,153.283935546875,3,3,2,2,2,3,2,3,1,1,2,3,1,1,3,3
5968,154.298828125,1,1,1,1,1,1,1,1,3,3,1,1,3,2,1,1
5969,154.644775390625,2,3,2,3,2,3,2,3,2,2,1,1,2,2,1,1
5970,154.93408203125,2,3,3,2,2,2,2,3,2,2,3,3,2,3,3,2
5971,154.39306640625,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1
5972,153.39404296875,1,1,3,2,1,1,2,2,3,3,3,2,2,2,3,3
5973,152.081787109375,3,3,3,3,2,2,2,2,2,2,1,1,2,3,1,1
5974,149.88671875,2,2,1,1,3,2,1,1,3,3,1,1,3,3,1,1
5975,147.69677734375,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,2
5976,139.303466796875,3,3,3,2,3,2,2,3,3,2,2,2,2,3,3,3
5977,142.541015625,3,3,2,3,2,2,3,3,1,1,2,2,1,1,2,2
5978,145.4150390625,3,3,2,2,3,3,2,2,1,1,1,1,1,1,1,1
5979,148.164794921875,2,2,1,1,3,3,1,1,3,3,1,1,2,2,1,1
5980,150.26806640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,152.12646484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5982,153.87109375,1,1,2,2,1,1,3,3,1,1,2,2,1,1,2,3
5983,155.889404296875,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
5984,157.97216796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5985,159.298095703125,1,1,2,3,1,1,2,3,2,2,3,2,2,3,2,3
5986,160.859375,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1
5987,162.220947265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5988,163.42138671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,164.7294921875,2,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2
5990,165.687744140625,1,1,2,2,1,1,2,3,2,3,3,3,3,3,3,3
5991,166.52392578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5992,167.161376953125,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
5993,167.63818359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5994,167.557861328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5995,167.113037109375,1,1,1,1,1,1,1,1,2,3,1,1,3,3,1,1
5996,166.21044921875,1,1,2,2,1,1,2,2,1,1,2,3,1,1,2,3
5997,164.99755859375,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,2
5998,163.17529296875,1,1,2,2,1,1,3,2,2,3,1,1,2,3,1,1
5999,160.7958984375,3,2,3,3,2,3,3,3,2,2,3,3,2,3,2,3
6000,152.611328125,1,1,2,3,1,1,2,2,3,2,2,3,3,2,2,2
6001,155.546875,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
6002,158.634521484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,161.41357421875,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1
